transaction_id,date,timestamp,company_name,ticker_symbol,sector,country,currency,transaction_type,price_per_share,volume,transaction_value,market_cap_msek,pe_ratio,earnings_msek,revenue_msek,debt_to_equity,return_on_equity,dividend_yield,beta,sharpe_ratio,daily_return,spread_pct,portfolio_type,risk_rating,analyst_rating,esg_score,credit_rating,var_95,liquidity_score,quarter,fiscal_year
TXN103881,2023-11-15,2023-11-15 13:04:04,Investor AB,INVE,Financials,Sweden,SEK,BUY,788664.37,893,704277282.24,645206.97,16.22,39776.43,409254.13,1.156,0.3008,0.0414,1.055,2.347,-0.009144,0.0171,EQUITY,HIGH,STRONG_BUY,49.8,A,17855082.32,5.8,Q4,2023
TXN103882,2023-11-15,2023-11-15 10:14:41,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,BUY,75864.39,8854,671703331.18,53843.47,28.58,1883.68,10034.45,1.428,0.3032,0.0505,1.773,0.305,0.014822,0.0082,MIXED,LOW,BUY,54.3,AA-,11039289.18,9.4,Q4,2023
TXN103883,2023-11-15,2023-11-15 11:34:22,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,SELL,134123.35,7761,1040931348.32,206670.93,17.07,12104.53,78213.73,0.785,0.3052,0.0307,1.882,1.255,-0.017392,0.0157,VALUE,LOW,HOLD,56.5,AA+,15544482.9,5.0,Q4,2023
TXN103884,2023-11-15,2023-11-15 14:43:36,Telia Company,TELI,Communication Services,Sweden,SEK,RIGHTS_ISSUE,81626.11,16584,1353687381.55,92668.7,12.96,7150.83,31859.09,0.896,0.2247,0.0515,1.966,1.565,0.023134,0.007,FIXED_INCOME,VERY_HIGH,STRONG_BUY,31.1,BBB,15433399.58,4.2,Q4,2023
TXN103885,2023-11-15,2023-11-15 09:23:24,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,BUY,82425.92,1829,150757002.69,141062.6,33.36,4228.16,18760.94,1.155,0.3266,0.038,1.213,1.092,0.018803,0.008,FIXED_INCOME,MEDIUM,HOLD,63.4,A,704460.14,9.2,Q4,2023
TXN103886,2023-11-16,2023-11-16 09:26:31,H&M,H&M,Consumer Discretionary,Sweden,SEK,DIVIDEND,170444.39,21696,3697961466.79,207048.49,19.67,10523.88,154065.45,1.432,0.1904,0.0559,0.846,2.145,-0.028995,0.0115,EQUITY,HIGH,HOLD,66.5,BBB+,93581781.6,7.0,Q4,2023
TXN103888,2023-11-17,2023-11-17 15:58:58,Hexagon AB,HEXA,Technology,Sweden,SEK,SELL,255371.14,11357,2900249990.98,325585.72,41.12,7917.08,50120.24,0.781,0.2854,0.0385,1.932,0.112,0.028335,0.0176,VALUE,LOW,SELL,68.3,BBB+,104189942.34,7.5,Q4,2023
TXN103887,2023-11-17,2023-11-17 09:41:01,Boliden,BOLI,Materials,Sweden,SEK,SELL,98634.18,5401,532723231.22,111848.63,13.94,8022.44,76376.0,0.318,0.1117,0.033,1.303,-0.099,-0.02893,0.0076,VALUE,HIGH,BUY,74.0,BB+,3817725.82,9.5,Q4,2023
TXN103890,2023-11-18,2023-11-18 13:02:49,Essity,ESSI,Consumer Staples,Sweden,SEK,BUY,331826.22,8042,2668546475.58,248843.12,27.64,9003.77,39497.52,1.609,0.0756,0.0588,0.838,0.582,-0.008166,0.0142,GROWTH,LOW,BUY,71.8,BBB+,24111063.92,8.1,Q4,2023
TXN103889,2023-11-18,2023-11-18 10:34:24,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,BUY,18433.43,1458,26875937.56,34696.56,28.51,1216.82,22008.09,1.977,0.1109,0.0336,0.802,0.028,-0.014967,0.0093,EQUITY,LOW,SELL,70.4,BBB-,738864.99,6.4,Q4,2023
TXN103891,2023-11-19,2023-11-19 13:44:43,Sandvik,SAND,Industrials,Sweden,SEK,BUY,367020.05,355,130292117.86,252075.3,12.81,19681.92,145335.3,0.381,0.1072,0.0294,0.518,-0.215,0.023303,0.0174,GROWTH,MEDIUM,BUY,87.5,BBB+,972789.61,8.5,Q4,2023
TXN103892,2023-11-19,2023-11-19 12:36:54,SEB,SEB,Financials,Sweden,SEK,SELL,346861.07,10129,3513355821.75,271238.95,13.06,20767.52,104565.33,0.433,0.1009,0.0581,1.57,0.193,-0.015912,0.0022,FIXED_INCOME,MEDIUM,SELL,72.0,BBB+,23089675.12,8.4,Q4,2023
TXN103893,2023-11-19,2023-11-19 14:55:14,Spotify,SPOT,Technology,Sweden,SEK,SELL,190676.47,2099,400229907.07,338877.73,47.37,7153.99,38990.16,1.224,0.3258,0.0031,1.635,0.124,-0.02904,0.0144,MIXED,HIGH,HOLD,77.0,A+,10846052.14,3.2,Q4,2023
TXN103894,2023-11-19,2023-11-19 15:31:29,Volvo AB,VOLV,Industrials,Sweden,SEK,BUY,318410.5,3952,1258358296.9,504744.28,15.2,33198.8,375164.31,0.738,0.3208,0.0255,0.854,2.283,0.013196,0.0029,EQUITY,HIGH,BUY,51.2,BB,28681234.92,4.6,Q4,2023
TXN103895,2023-11-20,2023-11-20 14:20:00,Hexagon AB,HEXA,Technology,Sweden,SEK,RIGHTS_ISSUE,128453.17,37155,4772677515.78,247302.35,42.32,5843.55,56314.97,0.846,0.2994,0.046,0.966,0.535,-0.001483,0.0069,FIXED_INCOME,VERY_HIGH,HOLD,93.0,BBB,139126489.82,7.2,Q4,2023
TXN103900,2023-11-21,2023-11-21 11:14:50,Ericsson,ERIC,Technology,Sweden,SEK,SELL,146713.08,2065,302962511.48,270197.11,33.93,7962.25,42184.53,2.18,0.1827,0.0475,1.145,1.574,0.007568,0.0097,FIXED_INCOME,HIGH,HOLD,33.2,BBB,9432444.02,9.4,Q4,2023
TXN103898,2023-11-21,2023-11-21 15:11:18,ABB Ltd,ABB,Industrials,Switzerland,CHF,SELL,221732.79,8047,1784283721.0,388957.01,14.16,27476.28,256825.57,1.008,0.1111,0.0548,0.541,1.91,0.023442,0.0172,FIXED_INCOME,LOW,HOLD,42.3,A-,27935445.92,7.2,Q4,2023
TXN103899,2023-11-21,2023-11-21 13:11:37,Nordea Bank,NORD,Financials,Finland,EUR,SELL,229479.33,8460,1941395164.46,366462.78,16.58,22100.15,390876.05,0.803,0.1169,0.0222,1.529,1.097,-0.018042,0.0067,GROWTH,LOW,BUY,83.8,A-,35152713.07,9.3,Q4,2023
TXN103896,2023-11-21,2023-11-21 14:53:00,Atlas Copco,ATLA,Industrials,Sweden,SEK,BUY,400939.38,298,119479933.82,768607.17,16.7,46031.79,574338.28,1.209,0.2052,0.0527,1.102,2.149,-0.008718,0.0139,FIXED_INCOME,MEDIUM,BUY,55.5,BB+,2120440.17,8.0,Q4,2023
TXN103897,2023-11-21,2023-11-21 12:24:20,H&M,H&M,Consumer Discretionary,Sweden,SEK,SELL,200233.11,1871,374636140.86,170502.68,26.78,6366.13,34743.96,0.444,0.2547,0.0284,1.219,1.671,0.004066,0.017,GROWTH,HIGH,STRONG_BUY,67.8,BBB+,3106274.04,8.6,Q4,2023
TXN103901,2023-11-22,2023-11-22 14:54:06,Sandvik,SAND,Industrials,Sweden,SEK,SELL,170063.92,911,154928230.02,321061.54,13.58,23638.57,406374.76,0.867,0.254,0.0489,0.735,2.338,-0.023582,0.0088,MIXED,MEDIUM,HOLD,90.5,BBB,2071232.62,5.4,Q4,2023
TXN103902,2023-11-22,2023-11-22 09:36:02,H&M,H&M,Consumer Discretionary,Sweden,SEK,SELL,106220.88,15023,1595756234.69,189886.59,30.87,6151.24,47845.22,2.451,0.1593,0.0102,1.895,1.848,0.002174,0.0161,EQUITY,HIGH,SELL,64.2,BBB+,3745578.93,9.5,Q4,2023
TXN103903,2023-11-22,2023-11-22 14:15:00,Investor AB,INVE,Financials,Sweden,SEK,RIGHTS_ISSUE,1400547.75,11543,16166522641.62,873384.97,11.6,75321.87,609131.16,1.969,0.3289,0.038,1.232,1.751,0.029562,0.0014,EQUITY,MEDIUM,HOLD,92.1,AA,144597090.71,8.1,Q4,2023
TXN103904,2023-11-22,2023-11-22 15:32:16,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,BUY,32838.88,5043,165606463.3,44859.08,16.23,2763.19,34565.08,0.933,0.2612,0.0558,0.973,1.077,0.004819,0.02,VALUE,MEDIUM,HOLD,56.8,AA+,3762017.6,7.6,Q4,2023
TXN103905,2023-11-23,2023-11-23 11:56:57,Sandvik,SAND,Industrials,Sweden,SEK,DIVIDEND,373411.25,16479,6153443932.15,353717.81,16.87,20964.0,222105.92,2.072,0.1591,0.0363,1.268,0.289,0.021439,0.0156,EQUITY,MEDIUM,STRONG_BUY,88.5,AA-,78639382.34,8.8,Q4,2023
TXN103906,2023-11-24,2023-11-24 15:25:28,Nordea Bank,NORD,Financials,Finland,EUR,SELL,600073.96,1287,772295188.52,536617.11,12.95,41437.86,367749.58,2.145,0.2062,0.0269,0.842,1.348,-0.007278,0.004,EQUITY,MEDIUM,HOLD,88.6,AA,10462449.41,9.2,Q4,2023
TXN103907,2023-11-24,2023-11-24 09:18:57,Sandvik,SAND,Industrials,Sweden,SEK,BUY,171008.13,8583,1467762803.2,333208.66,16.75,19893.02,104412.35,1.745,0.3465,0.0028,1.183,2.469,0.005001,0.0063,FIXED_INCOME,MEDIUM,STRONG_BUY,38.0,A,29657223.5,6.1,Q4,2023
TXN103911,2023-11-25,2023-11-25 13:10:25,Boliden,BOLI,Materials,Sweden,SEK,RIGHTS_ISSUE,94841.2,2556,242414100.63,178817.17,17.17,10417.19,67725.61,1.919,0.1213,0.0013,1.013,-0.042,0.008498,0.0086,GROWTH,MEDIUM,HOLD,75.5,A-,9333939.03,3.2,Q4,2023
TXN103910,2023-11-25,2023-11-25 10:10:37,Boliden,BOLI,Materials,Sweden,SEK,BUY,45925.42,254,11665055.93,86297.34,9.79,8812.42,37902.96,0.615,0.0782,0.024,0.754,-0.108,-0.006755,0.0029,FIXED_INCOME,LOW,SELL,81.7,BBB,50293.16,3.9,Q4,2023
TXN103909,2023-11-25,2023-11-25 16:20:54,Boliden,BOLI,Materials,Sweden,SEK,BUY,180165.8,3169,570945409.4,120964.02,11.92,10150.1,73565.93,2.35,0.2259,0.0046,1.264,0.368,0.002025,0.0142,VALUE,HIGH,SELL,72.9,BBB-,5094963.75,3.6,Q4,2023
TXN103908,2023-11-25,2023-11-25 14:48:56,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,BUY,278852.5,2402,669803712.16,149611.75,27.43,5454.56,38664.36,1.977,0.2048,0.0532,1.675,-0.065,0.000279,0.004,GROWTH,LOW,HOLD,65.7,BB+,2520526.86,7.5,Q4,2023
TXN103912,2023-11-26,2023-11-26 12:26:42,Ericsson,ERIC,Technology,Sweden,SEK,RIGHTS_ISSUE,290882.1,9858,2867515703.11,238670.14,31.23,7641.27,39456.96,0.753,0.3261,0.0047,1.37,-0.423,0.06121,0.0077,FIXED_INCOME,VERY_HIGH,STRONG_BUY,72.5,A-,98845191.79,4.7,Q4,2023
TXN103913,2023-11-26,2023-11-26 11:29:23,Swedbank,SWED,Financials,Sweden,SEK,BUY,113744.03,13131,1493572840.7,175542.11,17.52,10019.98,63818.92,2.005,0.3102,0.0348,1.68,0.429,-0.04615,0.0015,EQUITY,LOW,SELL,59.8,BBB+,5459282.04,4.3,Q4,2023
TXN103914,2023-11-26,2023-11-26 11:04:16,Telia Company,TELI,Communication Services,Sweden,SEK,DIVIDEND,102911.11,11980,1232875134.56,145923.09,22.27,6553.72,86725.09,0.311,0.123,0.0323,1.628,2.443,-0.01112,0.0073,VALUE,MEDIUM,HOLD,93.6,A-,30978505.96,6.5,Q4,2023
TXN103918,2023-11-27,2023-11-27 11:12:27,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,BUY,73207.31,1384,101318923.11,42801.79,28.51,1501.12,6701.64,1.832,0.0969,0.0427,0.738,1.461,0.008324,0.0192,EQUITY,MEDIUM,STRONG_SELL,39.3,BBB,1909389.77,6.6,Q4,2023
TXN103917,2023-11-27,2023-11-27 12:45:48,Telia Company,TELI,Communication Services,Sweden,SEK,DIVIDEND,65200.62,2518,164175161.2,121894.64,23.38,5213.98,34901.37,1.7,0.2327,0.0587,1.433,1.573,0.035719,0.0192,FIXED_INCOME,MEDIUM,SELL,42.4,A-,4746491.88,9.0,Q4,2023
TXN103919,2023-11-27,2023-11-27 11:04:22,Swedbank,SWED,Financials,Sweden,SEK,DIVIDEND,200034.72,5978,1195807537.55,234771.37,15.99,14682.64,132803.86,1.884,0.2221,0.0411,1.434,1.931,0.006784,0.0194,EQUITY,LOW,SELL,42.7,A-,31533869.73,8.7,Q4,2023
TXN103915,2023-11-27,2023-11-27 09:44:38,Essity,ESSI,Consumer Staples,Sweden,SEK,SELL,122007.97,7825,954712392.64,218657.99,24.26,9013.25,103507.47,0.322,0.347,0.0442,1.896,1.996,0.02319,0.0068,GROWTH,MEDIUM,HOLD,45.2,AA,2331446.25,3.6,Q4,2023
TXN103916,2023-11-27,2023-11-27 16:07:05,SEB,SEB,Financials,Sweden,SEK,RIGHTS_ISSUE,317106.6,43008,13638120859.6,399817.75,15.23,26250.94,270454.2,2.399,0.2834,0.0483,0.506,2.435,0.005365,0.0075,EQUITY,MEDIUM,BUY,45.4,A-,452225099.36,7.8,Q4,2023
TXN103920,2023-11-28,2023-11-28 16:46:00,SKF,SKF,Industrials,Sweden,SEK,DIVIDEND,67118.7,23847,1600579597.5,87664.35,23.85,3676.04,59033.5,1.225,0.1327,0.0557,0.913,0.62,-0.024765,0.0022,EQUITY,HIGH,STRONG_BUY,54.3,BBB-,27936999.68,3.8,Q4,2023
TXN103921,2023-11-28,2023-11-28 10:27:06,Telia Company,TELI,Communication Services,Sweden,SEK,SELL,90084.93,1779,160261095.87,93066.38,22.05,4219.85,17904.18,1.81,0.298,0.0462,1.418,1.565,0.015252,0.012,VALUE,LOW,HOLD,68.2,BBB+,3740034.72,4.2,Q4,2023
TXN103922,2023-11-28,2023-11-28 15:13:34,Nordea Bank,NORD,Financials,Finland,EUR,DIVIDEND,256365.86,16775,4300537305.09,334114.25,9.97,33516.24,144703.25,1.506,0.3046,0.0141,1.565,1.695,0.006629,0.0032,VALUE,VERY_HIGH,STRONG_SELL,90.0,BB+,46303045.19,6.5,Q4,2023
TXN103923,2023-11-29,2023-11-29 10:46:37,Telia Company,TELI,Communication Services,Sweden,SEK,BUY,172353.24,14707,2534799083.85,182686.93,22.45,8136.18,61940.17,2.417,0.1091,0.0482,1.051,1.76,0.021223,0.0153,MIXED,MEDIUM,HOLD,57.1,A-,56351976.06,8.6,Q4,2023
TXN103924,2023-11-29,2023-11-29 16:44:30,IKEA Holding,IKEA,Consumer Discretionary,Netherlands,EUR,RIGHTS_ISSUE,70296.31,2602,182910996.66,119016.82,30.67,3880.26,25766.2,0.731,0.3061,0.0162,0.981,-0.311,0.016537,0.0032,VALUE,MEDIUM,BUY,58.0,BBB,1764518.85,3.1,Q4,2023
TXN103925,2023-11-29,2023-11-29 15:35:33,Swedbank,SWED,Financials,Sweden,SEK,DIVIDEND,351356.37,6412,2252897059.2,284425.71,10.38,27403.26,323698.87,1.697,0.2424,0.0451,0.87,-0.451,-0.011825,0.0109,EQUITY,MEDIUM,BUY,89.4,A+,1269375.6,9.9,Q4,2023
TXN103927,2023-11-30,2023-11-30 12:04:35,Alfa Laval,ALFA,Industrials,Sweden,SEK,DIVIDEND,110582.63,10104,1117326871.06,176040.31,13.93,12638.8,220608.64,1.224,0.1197,0.0561,1.719,2.369,-0.008692,0.0145,VALUE,LOW,BUY,56.1,A,28233646.32,7.6,Q4,2023
TXN103926,2023-11-30,2023-11-30 14:58:15,Ericsson,ERIC,Technology,Sweden,SEK,BUY,166247.12,1661,276136469.73,260758.69,28.83,9045.78,115198.09,1.044,0.2159,0.0401,1.344,2.217,0.003717,0.0193,EQUITY,HIGH,SELL,88.4,AA-,6611946.19,6.3,Q4,2023
TXN103930,2023-12-01,2023-12-01 13:55:03,ABB Ltd,ABB,Industrials,Switzerland,CHF,DIVIDEND,714431.73,17853,12754749688.02,460057.36,14.25,32290.41,328029.4,2.282,0.1597,0.0549,1.626,1.748,-0.003072,0.0189,MIXED,MEDIUM,STRONG_SELL,51.5,BBB+,326077898.45,8.7,Q4,2023
TXN103929,2023-12-01,2023-12-01 11:51:32,Boliden,BOLI,Materials,Sweden,SEK,SELL,56319.14,7934,446836062.84,108140.42,11.45,9440.77,68236.32,0.612,0.1216,0.0202,1.853,1.378,0.00601,0.0057,GROWTH,LOW,BUY,49.8,BBB,6523366.51,6.7,Q4,2023
TXN103928,2023-12-01,2023-12-01 11:32:58,Hexagon AB,HEXA,Technology,Sweden,SEK,SELL,222806.69,16501,3676533256.26,282598.81,27.14,10414.17,118782.16,1.235,0.096,0.0458,1.683,-0.089,-0.023375,0.018,VALUE,HIGH,HOLD,66.4,A-,87693876.39,7.0,Q4,2023
TXN103931,2023-12-03,2023-12-03 11:10:46,Nordea Bank,NORD,Financials,Finland,EUR,DIVIDEND,326582.6,9189,3000967547.08,392068.4,9.03,43404.88,352899.3,1.443,0.2914,0.0521,1.267,1.22,-0.002226,0.0118,VALUE,LOW,STRONG_SELL,77.3,A+,44242111.34,3.8,Q4,2023
TXN103932,2023-12-03,2023-12-03 09:03:11,Alfa Laval,ALFA,Industrials,Sweden,SEK,BUY,363848.45,6524,2373747305.26,302921.72,22.91,13221.44,210724.9,1.098,0.1344,0.031,1.233,1.469,0.015961,0.0066,FIXED_INCOME,VERY_HIGH,SELL,55.6,BB+,22099826.88,3.6,Q4,2023
TXN103933,2023-12-03,2023-12-03 13:34:08,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,DIVIDEND,47911.29,20877,1000244036.51,57468.42,26.11,2201.18,18150.03,2.401,0.2013,0.044,1.553,2.005,-0.007481,0.0043,FIXED_INCOME,HIGH,HOLD,45.9,BBB+,19265948.22,6.4,Q4,2023
TXN103934,2023-12-04,2023-12-04 11:03:16,Sandvik,SAND,Industrials,Sweden,SEK,BUY,269962.64,1897,512119120.04,188661.19,19.36,9742.67,59862.35,0.497,0.1643,0.0219,1.343,1.748,-0.051266,0.0089,FIXED_INCOME,HIGH,HOLD,93.5,BBB-,11831774.77,8.1,Q4,2023
TXN103935,2023-12-05,2023-12-05 13:31:17,H&M,H&M,Consumer Discretionary,Sweden,SEK,SPLIT,214219.8,2851,610740646.28,225535.59,22.89,9852.37,63606.93,0.535,0.0781,0.01,1.633,0.07,0.003337,0.0084,MIXED,HIGH,HOLD,51.4,A,15290048.5,6.3,Q4,2023
TXN103936,2023-12-05,2023-12-05 10:04:26,Atlas Copco,ATLA,Industrials,Sweden,SEK,DIVIDEND,524180.64,13303,6973175075.25,844892.7,13.85,61020.65,283059.38,2.332,0.2907,0.0271,1.958,1.356,0.013357,0.0044,FIXED_INCOME,MEDIUM,BUY,39.9,A,115636917.01,5.5,Q4,2023
TXN103937,2023-12-05,2023-12-05 12:44:00,Telia Company,TELI,Communication Services,Sweden,SEK,BUY,89217.99,3188,284426937.19,159519.29,13.32,11974.74,130661.76,1.362,0.1252,0.0524,1.46,0.971,0.009963,0.0188,VALUE,MEDIUM,HOLD,40.3,AA,6698693.18,3.9,Q4,2023
TXN103940,2023-12-06,2023-12-06 11:08:45,SEB,SEB,Financials,Sweden,SEK,BUY,163180.33,180,29372459.78,259566.21,9.34,27776.12,492162.87,1.234,0.2203,0.0264,0.764,-0.268,0.018855,0.0149,FIXED_INCOME,HIGH,SELL,49.5,BBB,717424.98,7.3,Q4,2023
TXN103938,2023-12-06,2023-12-06 11:02:40,SEB,SEB,Financials,Sweden,SEK,SELL,350225.46,1938,678736942.49,286793.6,15.06,19037.14,98867.36,1.135,0.2596,0.057,0.542,1.514,-0.012842,0.0145,EQUITY,HIGH,HOLD,43.3,A+,26693720.87,4.1,Q4,2023
TXN103939,2023-12-06,2023-12-06 13:59:45,Atlas Copco,ATLA,Industrials,Sweden,SEK,SELL,1012627.36,10011,10137412508.97,607673.83,15.75,38594.44,202369.45,2.2,0.1233,0.0485,0.957,0.242,0.01663,0.0068,EQUITY,HIGH,HOLD,40.8,BBB+,182616620.65,3.6,Q4,2023
TXN103946,2023-12-07,2023-12-07 12:59:53,Ericsson,ERIC,Technology,Sweden,SEK,SELL,221861.88,6622,1469169401.79,422972.33,27.75,15240.31,186569.48,2.478,0.138,0.0492,0.611,1.697,0.018125,0.0091,MIXED,LOW,HOLD,48.3,BBB+,1538866.4,5.2,Q4,2023
TXN103941,2023-12-07,2023-12-07 14:54:59,Essity,ESSI,Consumer Staples,Sweden,SEK,BUY,91858.3,1058,97186081.44,157423.92,23.17,6792.91,46083.23,1.183,0.2657,0.0129,1.661,0.377,0.006733,0.0071,GROWTH,HIGH,STRONG_SELL,90.3,A-,1626947.56,8.6,Q4,2023
TXN103942,2023-12-07,2023-12-07 12:23:45,SEB,SEB,Financials,Sweden,SEK,BUY,168536.5,1592,268310104.4,257973.37,12.95,19924.07,196367.24,1.869,0.144,0.0199,1.62,1.175,0.033499,0.0038,EQUITY,HIGH,HOLD,72.3,BBB-,9530502.65,9.2,Q4,2023
TXN103943,2023-12-07,2023-12-07 11:32:05,Atlas Copco,ATLA,Industrials,Sweden,SEK,BUY,560300.43,1435,804031116.16,751796.71,15.31,49094.2,269697.14,2.291,0.1577,0.0159,1.95,1.8,0.008577,0.0054,EQUITY,MEDIUM,STRONG_BUY,62.8,AA,18086170.92,5.7,Q4,2023
TXN103944,2023-12-07,2023-12-07 09:26:16,Investor AB,INVE,Financials,Sweden,SEK,RIGHTS_ISSUE,313881.41,3317,1041144631.38,605680.19,17.94,33761.95,207559.75,1.173,0.1096,0.0122,1.694,1.06,-0.008698,0.0053,MIXED,VERY_HIGH,STRONG_SELL,36.7,AA,33959090.69,8.7,Q4,2023
TXN103945,2023-12-07,2023-12-07 09:43:52,Hexagon AB,HEXA,Technology,Sweden,SEK,SELL,357291.46,6196,2213777881.62,467823.64,39.53,11834.27,66396.54,1.744,0.1272,0.0443,0.719,0.38,0.015978,0.0196,FIXED_INCOME,MEDIUM,STRONG_BUY,79.6,BBB-,31433305.78,9.5,Q4,2023
TXN103950,2023-12-08,2023-12-08 16:19:24,Investor AB,INVE,Financials,Sweden,SEK,BUY,648016.93,12562,8140388679.47,669376.79,16.03,41756.48,759772.17,1.68,0.1255,0.0343,1.607,1.66,-0.017714,0.0134,EQUITY,HIGH,BUY,70.4,A+,179237882.48,6.0,Q4,2023
TXN103949,2023-12-08,2023-12-08 11:38:05,H&M,H&M,Consumer Discretionary,Sweden,SEK,SPLIT,356984.86,1334,476217806.51,239409.38,24.28,9861.14,122013.59,0.519,0.2579,0.038,1.562,0.516,-0.003168,0.0104,EQUITY,HIGH,HOLD,32.8,AA-,12023714.52,7.6,Q4,2023
TXN103948,2023-12-08,2023-12-08 12:08:49,Boliden,BOLI,Materials,Sweden,SEK,SELL,57020.46,424,24176675.51,97340.01,11.8,8247.12,33729.6,0.616,0.3406,0.0433,1.14,1.285,-0.025868,0.0031,EQUITY,HIGH,STRONG_SELL,52.5,AA-,410790.03,4.6,Q4,2023
TXN103947,2023-12-08,2023-12-08 16:22:25,Essity,ESSI,Consumer Staples,Sweden,SEK,BUY,184576.36,4367,806044952.5,253432.26,26.26,9650.81,44975.78,1.548,0.164,0.0335,1.775,0.156,-0.040036,0.0027,GROWTH,MEDIUM,HOLD,38.5,BBB,8610555.24,9.7,Q4,2023
TXN103951,2023-12-10,2023-12-10 11:37:47,SSAB,SSAB,Materials,Sweden,SEK,SELL,106530.1,786,83732660.25,91947.75,11.8,7794.41,35768.44,0.27,0.1274,0.0107,1.836,0.786,-0.01474,0.0186,EQUITY,MEDIUM,BUY,61.0,AA-,801940.57,5.6,Q4,2023
TXN103952,2023-12-10,2023-12-10 10:50:01,SKF,SKF,Industrials,Sweden,SEK,BUY,112671.46,19369,2182333483.17,113171.71,12.62,8965.24,42641.74,1.179,0.3219,0.04,0.747,2.378,0.023215,0.0116,FIXED_INCOME,LOW,HOLD,91.7,A-,76836894.37,7.6,Q4,2023
TXN103953,2023-12-10,2023-12-10 13:04:39,ABB Ltd,ABB,Industrials,Switzerland,CHF,BUY,485140.83,2185,1060032705.64,735340.25,12.3,59801.39,463384.01,1.618,0.0557,0.0562,1.74,0.157,0.001931,0.0165,FIXED_INCOME,HIGH,BUY,60.2,A-,9263832.04,3.2,Q4,2023
TXN103954,2023-12-10,2023-12-10 11:09:36,Hexagon AB,HEXA,Technology,Sweden,SEK,DIVIDEND,352969.14,1672,590164397.34,303610.7,26.13,11619.65,82366.72,2.276,0.1994,0.0026,0.897,-0.354,0.014787,0.0111,GROWTH,VERY_HIGH,HOLD,48.3,BBB,10871787.69,4.9,Q4,2023
TXN103955,2023-12-10,2023-12-10 10:26:31,H&M,H&M,Consumer Discretionary,Sweden,SEK,BUY,238831.54,919,219486185.15,190884.02,16.52,11552.3,66620.79,0.951,0.2043,0.0447,1.46,-0.209,0.050266,0.0145,FIXED_INCOME,LOW,SELL,89.0,A-,5246479.21,4.4,Q4,2023
TXN103957,2023-12-11,2023-12-11 15:53:58,Electrolux,ELEC,Consumer Discretionary,Sweden,SEK,BUY,27655.31,428,11836474.71,43810.07,17.96,2439.71,30227.04,1.571,0.1787,0.0107,1.605,1.909,-0.000739,0.004,MIXED,HIGH,STRONG_SELL,81.1,AA,230015.85,6.7,Q4,2023
TXN103958,2023-12-11,2023-12-11 09:24:14,Hexagon AB,HEXA,Technology,Sweden,SEK,DIVIDEND,576268.19,14602,8414668132.55,417713.54,33.71,12392.34,95493.01,0.361,0.2344,0.048,1.778,1.109,-0.028143,0.0088,GROWTH,LOW,BUY,83.7,A-,258706260.93,5.8,Q4,2023
TXN103956,2023-12-11,2023-12-11 09:23:25,Volvo AB,VOLV,Industrials,Sweden,SEK,DIVIDEND,216807.39,17548,3804536108.93,344744.85,23.19,14864.24,155308.12,1.356,0.1518,0.0538,1.557,0.862,0.005785,0.0111,VALUE,VERY_HIGH,BUY,86.5,AA-,23155047.45,6.0,Q4,2023
TXN103959,2023-12-12,2023-12-12 10:36:32,Hexagon AB,HEXA,Technology,Sweden,SEK,SELL,275322.51,12160,3347921683.56,325334.27,55.64,5847.42,58815.41,1.428,0.1607,0.0355,1.363,1.214,0.02449,0.005,FIXED_INCOME,MEDIUM,HOLD,51.6,A+,107877860.99,4.9,Q4,2023
TXN103960,2023-12-12,2023-12-12 14:03:19,Hexagon AB,HEXA,Technology,Sweden,SEK,DIVIDEND,316025.41,25553,8075397216.91,493499.35,34.95,14121.0,65472.39,0.873,0.174,0.0399,1.336,1.019,0.018689,0.0049,MIXED,LOW,STRONG_BUY,42.1,A-,302189440.66,3.1,Q4,2023
TXN103961,2023-12-12,2023-12-12 13:19:41,Boliden,BOLI,Materials,Sweden,SEK,SELL,36718.54,1181,43364598.83,64583.64,8.29,7793.38,54897.82,2.352,0.1265,0.0151,1.202,-0.055,0.021201,0.0182,MIXED,HIGH,SELL,65.9,AA-,1407755.59,8.3,Q4,2023
TXN103962,2023-12-12,2023-12-12 15:25:12,Ericsson,ERIC,Technology,Sweden,SEK,BUY,426441.46,13472,5745019343.13,426949.17,46.53,9174.88,64060.34,1.356,0.1465,0.0034,1.576,-0.44,0.003792,0.008,GROWTH,MEDIUM,BUY,76.5,A-,167269645.28,8.1,Q4,2023
TXN103963,2023-12-12,2023-12-12 12:45:14,Spotify,SPOT,Technology,Sweden,SEK,SELL,166289.53,6235,1036815196.07,309152.34,36.19,8543.45,49952.75,2.014,0.3205,0.0456,1.013,1.682,-0.023052,0.0113,VALUE,LOW,STRONG_BUY,53.7,AA-,15438070.98,3.6,Q4,2023
